title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
Doubles: Futari no keiji,tv,"Crime, Drama",2013.0,tt2763734,6.8,24.0,JP
Around 40: Chûmon no ôi onna tachi,tv,"Drama, Romance",2008.0,tt1204222,6.8,86.0,JP
Arakawa Andâ Za Burijji,tv,"Comedy, Drama, Fantasy",2010.0,tt1880452,6.8,170.0,JP
The Path,tv,Drama,2016.0,tt4789576,7.2,9430.0,US
Arisu no toge,tv,Thriller,2014.0,tt3557604,6.6,86.0,JP
Erased,tv,"Animation, Crime, Drama",2016.0,tt5249462,8.4,62469.0,"JP, US"
The Family Law,tv,"Comedy, Drama",2016.0,tt4683342,7.4,530.0,US
Ajin,tv,"Action, Adventure, Animation",2016.0,tt5537534,7.5,7326.0,JP
Hyouka,tv,"Animation, Comedy, Drama",2012.0,tt2340841,7.7,6519.0,JP
Long Riders!,tv,"Animation, Comedy, Sport",2016.0,tt6343554,7.2,64.0,JP
Please Love Me!,tv,"Comedy, Romance",2016.0,tt5209948,6.5,333.0,JP
"Underworld, Inc.",tv,Documentary,2015.0,tt4480608,6.8,252.0,US
"Rainbow: The Seven from Compound Two, Cell Six",tv,"Animation, Crime, Drama",2010.0,tt1610860,8.2,3178.0,JP
Horace and Pete,tv,"Comedy, Drama",2016.0,tt5425186,8.5,17795.0,US
"Nietzsche-sensei: Konbini ni, Satori Sedai no Shinjin ga Maiorita",tv,Comedy,2015.0,tt4939382,8.0,74.0,JP
Atlanta,tv,"Comedy, Drama, Music",2016.0,tt4288182,8.6,91717.0,US
Aikatsu!,tv,"Adventure, Animation, Comedy",2012.0,tt2398674,8.7,1954.0,JP
Testimony of N,tv,Mystery,2014.0,tt3963878,7.5,287.0,JP
A Fading Summer,tv,Mystery,2015.0,tt4186212,7.4,32.0,JP
The Catch,tv,"Crime, Drama, Romance",2016.0,tt4396862,7.1,12738.0,US
The Last Cop,tv,Action,2015.0,tt4625100,6.9,22.0,JP
Billion Dollar Wreck,tv,Reality-TV,2016.0,tt5533788,4.7,216.0,US
Nobunaga the Fool,tv,"Action, Animation, Fantasy",2014.0,tt3358426,6.2,134.0,JP
Kinpika,tv,Drama,2016.0,tt5236558,6.4,8.0,JP
Thirteen,tv,"Crime, Drama, Mystery",2016.0,tt5159916,7.2,9435.0,JP
Maid Sama!,tv,"Animation, Comedy, Romance",2010.0,tt1634208,7.9,9381.0,US
My Teen Romantic Comedy SNAFU,tv,"Animation, Comedy, Drama",2013.0,tt2703720,7.9,9799.0,JP
RocketJump: The Show,tv,"Action, Comedy",2015.0,tt5122514,7.1,178.0,US
Letterkenny,tv,Comedy,2016.0,tt4647692,8.6,31140.0,US
Saints & Sinners,tv,Drama,2016.0,tt5336934,7.3,934.0,US
Undefeated Bahamut Chronicle,tv,"Action, Animation, Fantasy",2016.0,tt5334364,6.3,1058.0,JP
The Aliens,tv,"Comedy, Drama, Fantasy",2016.0,tt5458832,6.2,1864.0,"JP, US"
Konosuba: God's Blessing on This Wonderful World!,tv,"Adventure, Animation, Comedy",2016.0,tt5370118,7.8,16386.0,"JP, US"
60 Days In,tv,"Crime, Documentary, Reality-TV",2016.0,tt5564124,7.6,3379.0,US
LEGO Nexo Knights,tv,"Action, Animation, Comedy",2015.0,tt5127574,5.6,634.0,JP
Primal Survivor,tv,"Action, Adventure, Documentary",2016.0,tt5538644,7.9,605.0,US
Zombie House Flipping,tv,Reality-TV,2016.0,tt5480646,5.4,646.0,US
Bakuon!!,tv,"Animation, Comedy, Drama",2016.0,tt5535154,6.5,134.0,JP
"Dr. Oakley, Yukon Vet",tv,Reality-TV,2014.0,tt3593456,8.4,769.0,US
12-Sai. Chiccha na Mune no Tokimeki,tv,"Animation, Comedy, Romance",2016.0,tt5749826,6.1,60.0,JP
Bungo Stray Dogs,tv,"Action, Animation, Comedy",2016.0,tt5679720,7.8,10726.0,JP
Endride,tv,"Adventure, Animation, Fantasy",2016.0,tt5877116,5.4,136.0,JP
Flying Witch,tv,"Animation, Comedy, Fantasy",2016.0,tt5621006,7.2,822.0,JP
Haven't You Heard? I'm Sakamoto,tv,"Animation, Comedy",2016.0,tt5701624,7.1,2779.0,JP
Kabaneri of the Iron Fortress,tv,"Action, Adventure, Animation",2016.0,tt5556656,7.2,6927.0,JP
Tonkatsu DJ Agetarou,tv,Animation,2016.0,tt5674072,7.4,63.0,JP
The Great Passage,tv,"Animation, Drama, Romance",2016.0,tt6142628,7.4,544.0,JP
BATTERY the animation,tv,"Animation, Drama, Sport",2016.0,tt5878200,5.5,125.0,JP
My Crazy Ex,tv,"Comedy, Drama",2014.0,tt3859618,7.0,331.0,US
My 600-lb Life,tv,Reality-TV,2012.0,tt2152112,6.7,2223.0,US
Tanaka-kun Is Always Listless,tv,"Animation, Comedy",2016.0,tt5531604,7.4,1241.0,JP
Twin Star Exorcists,tv,"Action, Animation, Fantasy",2016.0,tt5637108,7.1,1083.0,JP
Ace Attorney,tv,"Animation, Comedy, Crime",2016.0,tt5603356,6.5,585.0,JP
Hundred,tv,"Action, Animation, Comedy",2016.0,tt5271506,6.2,1409.0,JP
Pan De Peace!,tv,"Animation, Comedy, Short",2016.0,tt5674066,5.4,67.0,JP
The Powerpuff Girls,tv,"Action, Animation, Comedy",2016.0,tt4718304,3.7,5577.0,US
Gordon Ramsay's Home Cooking,tv,Reality-TV,2013.0,tt3949700,8.4,70.0,US
Cloak & Dagger,tv,"Action, Adventure, Drama",2018.0,tt5614844,6.6,22868.0,US
Gangsta.,tv,"Action, Animation, Drama",2015.0,tt5025394,7.2,3641.0,JP
Port Protection,tv,Reality-TV,2015.0,tt4838586,8.2,786.0,US
Killer Women with Piers Morgan,tv,"Crime, Documentary",2016.0,tt6172806,6.6,790.0,US
The Mick,tv,Comedy,2017.0,tt5638056,7.8,20664.0,US
Yo-Kai Watch,tv,"Adventure, Animation, Comedy",2014.0,tt3432210,6.2,293.0,JP
New Blood,tv,"Crime, Drama, Mystery",2016.0,tt4513868,7.3,3188.0,JP
Rinshô Hanzai Gakusha Himura Hideo no Suiri,tv,Mystery,2016.0,tt5157074,6.2,117.0,JP
Love Island,tv,"Game-Show, Reality-TV, Romance",2015.0,tt4770018,5.3,4916.0,US
Insane Pools Off the Deep End,tv,"Documentary, Reality-TV",2015.0,tt4719894,7.2,345.0,US
Celestial Method,tv,"Animation, Drama, Fantasy",2014.0,tt3895144,6.4,86.0,JP
To Tell the Truth,tv,"Biography, Comedy, Game-Show",2016.0,tt5817158,6.5,887.0,US
24: Legacy,tv,"Action, Crime, Drama",2016.0,tt5345490,6.3,11878.0,US
Shut Eye,tv,"Crime, Drama, Fantasy",2016.0,tt5520392,7.3,4061.0,US
Better Things,tv,"Comedy, Drama",2016.0,tt4370596,7.9,18663.0,US
Showa Genroku Rakugo Shinju,tv,"Animation, Comedy, Drama",2016.0,tt5419278,8.3,1484.0,JP
Non Non Biyori,tv,"Adventure, Animation, Comedy",2013.0,tt3114358,7.8,1314.0,JP
En otra piel,tv,"Drama, Fantasy, Romance",2014.0,tt3511852,7.7,152.0,US
Chance,tv,"Drama, Mystery, Thriller",2016.0,tt5620076,7.6,11064.0,US
World Break: Aria of Curse for a Holy Swordsman,tv,"Action, Animation, Fantasy",2015.0,tt4219244,6.8,1194.0,JP
Days,tv,"Animation, Drama, Sport",2016.0,tt5897818,7.3,486.0,JP
Babylon Berlin,tv,"Crime, Drama, Thriller",2017.0,tt4378376,8.4,31076.0,JP
Legend of the Blue Sea,tv,"Comedy, Drama, Fantasy",2016.0,tt5766194,8.1,13654.0,US
Barakamon,tv,"Animation, Comedy, Drama",2014.0,tt3660104,8.2,4466.0,JP
Mob Psycho 100,tv,"Action, Animation, Comedy",2016.0,tt5897304,8.5,50638.0,"JP, US"
American Housewife,tv,Comedy,2016.0,tt5396394,7.4,12158.0,US
The Exorcist,tv,"Drama, Horror, Mystery",2016.0,tt5368542,7.9,32467.0,US
This Is Us,tv,"Comedy, Drama, Romance",2016.0,tt5555260,8.7,163965.0,US
"Inari, Konkon, Koi Iroha",tv,"Animation, Comedy, Fantasy",2014.0,tt3417860,6.9,195.0,JP
Chivalry of a Failed Knight,tv,"Action, Animation, Fantasy",2015.0,tt5100366,7.2,4891.0,"JP, US"
Death Cash,tv,Mystery,2016.0,tt5791362,5.8,27.0,JP
Legion,tv,"Action, Drama, Sci-Fi",2017.0,tt5114356,8.1,99309.0,US
Saint Seiya: The Hades Chapter,tv,"Action, Adventure, Animation",2002.0,tt0805448,8.5,3526.0,JP
Match Game,tv,"Comedy, Game-Show",2016.0,tt5672484,6.2,1469.0,US
The New Prince of Tennis,tv,"Animation, Drama, Sport",2012.0,tt2172653,6.8,174.0,JP
Party Legends,tv,Animation,2016.0,tt5849156,7.1,131.0,JP
Thunderbolt Fantasy,tv,"Action, Adventure, Animation",2016.0,tt6765658,8.0,220.0,JP
Amanchu!,tv,"Animation, Comedy, Drama",2016.0,tt5871330,6.8,175.0,JP
The Girl Who Leapt Through Time,tv,"Drama, Sci-Fi",2016.0,tt5709604,7.2,70.0,JP
Blazing Transfer Student,tv,"Action, Animation, Sport",1991.0,tt10540612,6.1,22.0,JP
Qualidea Code,tv,"Action, Animation, Drama",2016.0,tt7243824,5.7,109.0,JP
Yu-Gi-Oh! Arc-V,tv,"Adventure, Animation, Fantasy",2014.0,tt3696476,6.1,867.0,US
Sleepeeer Hit!,tv,"Comedy, Drama",2016.0,tt5433304,7.9,539.0,JP
B-Project,tv,"Animation, Drama, Music",2016.0,tt5915166,6.7,47.0,JP
Beyblade Burst,tv,"Action, Animation, Comedy",2016.0,tt6348126,6.9,1038.0,JP
Time Travel Shoujo: Mari Waka to 8-nin no Kagakusha-tachi,tv,"Adventure, Animation, Family",2016.0,tt10706734,6.2,16.0,JP
Queen Sugar,tv,Drama,2016.0,tt4419214,7.8,5894.0,US
One Mississippi,tv,"Comedy, Drama",2015.0,tt4947608,7.6,4665.0,US
SERVAMP,tv,"Action, Adventure, Animation",2016.0,tt5861440,6.2,595.0,JP
"Fuck, That's Delicious",tv,"Music, Reality-TV",2016.0,tt5866048,8.0,1131.0,US
Cardinal,tv,"Crime, Drama, Mystery",2017.0,tt5583512,7.8,12073.0,US
WAGS Miami,tv,Reality-TV,2016.0,tt6316862,6.1,96.0,US
Cake Wars,tv,"Game-Show, Reality-TV",2015.0,tt4718570,6.3,490.0,US
Regalia: The Three Sacred Stars,tv,"Action, Animation, Sci-Fi",2016.0,tt5891552,7.0,26.0,JP
Abby's Studio Rescue,tv,Reality-TV,2014.0,tt3853494,6.0,72.0,US
The Glass Reed,tv,Drama,2015.0,tt4280840,7.3,42.0,JP
When We Rise,tv,Drama,2017.0,tt5292622,7.5,3433.0,US
Freakish,tv,"Action, Drama, Horror",2016.0,tt5875646,6.1,3178.0,US
The Loud House,tv,"Adventure, Animation, Comedy",2015.0,tt4859164,6.9,8927.0,JP
Magic Kyun! Renaissance,tv,"Animation, Music, Romance",2016.0,tt6114684,7.0,93.0,JP
Izetta: The Last Witch,tv,"Action, Animation, Fantasy",2016.0,tt6104656,6.7,416.0,JP
Scorching Ping Pong Girls,tv,"Action, Animation, Comedy",2016.0,tt6350614,6.4,54.0,JP
ViVid Strike!,tv,"Action, Animation, Comedy",2016.0,tt6912372,6.9,102.0,JP
Monster Hunter Stories: Ride On,tv,"Action, Adventure, Animation",2016.0,tt6763304,7.6,74.0,JP
Drifters,tv,"Action, Adventure, Animation",2016.0,tt5225764,7.6,4125.0,JP
Nanbaka,tv,"Action, Adventure, Animation",2016.0,tt7382936,6.5,523.0,JP
Aooni the Blue Monster,tv,"Animation, Comedy, Horror",2016.0,tt6355700,5.7,69.0,JP
Dream Festival,tv,"Animation, Music",2016.0,tt6382544,6.8,24.0,JP
Hawaii Life,tv,Reality-TV,2013.0,tt2746736,7.2,100.0,US
Fist of the Blue Sky,tv,"Action, Animation",2006.0,tt0884847,6.4,124.0,JP
Poco's Udon World,tv,"Animation, Comedy, Drama",2016.0,tt6344982,7.4,322.0,JP
Gegege no Kitarô,tv,"Action, Animation, Comedy",1968.0,tt0189268,7.7,57.0,JP
ClassicaLoid,tv,"Animation, Comedy, Music",2016.0,tt6234680,7.1,36.0,JP
Flip Flappers,tv,"Adventure, Animation, Comedy",2016.0,tt6139566,7.2,430.0,JP
My Dangerous Wife,tv,Thriller,2016.0,tt5524370,7.5,506.0,JP
Dr. Romantic,tv,"Drama, Romance",2016.0,tt6157190,8.4,4934.0,US
Matoi the Sacred Slayer,tv,"Action, Animation, Comedy",2016.0,tt5891608,6.7,48.0,JP
The Moonstone,tv,"Crime, Drama, Mystery",2016.0,tt5932466,6.1,673.0,JP
Tawawa on Monday,tv,"Animation, Comedy, Romance",2016.0,tt6153026,5.6,310.0,JP
Crane Game Girls,tv,"Animation, Comedy, Sci-Fi",2016.0,tt5754594,5.6,100.0,JP
Rescueman,tv,Animation,1980.0,tt1527559,7.4,15.0,JP
In Plain Sight,tv,"Crime, Drama, Mystery",2016.0,tt6131920,7.4,2931.0,JP
Star,tv,"Drama, Music, Musical",2016.0,tt4941240,6.7,5245.0,US
Kenja no ai,tv,Drama,2016.0,tt5887910,6.7,117.0,JP
A Sinner's Lie,tv,Mystery,2014.0,tt3762816,8.2,7.0,JP
Shizumanu taiyô,tv,Drama,2016.0,tt5277034,8.5,27.0,JP
Rillington Place,tv,"Crime, Drama, History",2016.0,tt5568438,7.1,4429.0,JP
Kimi ni Todoke: From Me to You,tv,"Animation, Comedy, Drama",2009.0,tt1745240,7.8,6103.0,"JP, US"
Sandtower: The Neighbor Knows Too Much,tv,Mystery,2016.0,tt5903296,6.2,56.0,JP
Pretty Proofreader,tv,"Comedy, Drama",2016.0,tt5960204,7.1,752.0,JP
Ookami shoujo to kuro ouji,tv,"Animation, Comedy, Romance",2014.0,tt3950092,6.9,3135.0,JP
10 Women in Black,tv,Mystery,2016.0,tt5919998,7.8,28.0,JP
Yutori desuga nanika,tv,Comedy,2016.0,tt5459366,7.5,272.0,JP
The 1980s: The Deadliest Decade,tv,"Crime, Documentary",2016.0,tt5871246,7.7,252.0,US
The Good Fight,tv,"Crime, Drama",2017.0,tt5853176,8.3,33476.0,JP
ACCA: 13-Territory Inspection Dept.,tv,"Animation, Crime, Drama",2017.0,tt6401396,6.9,618.0,JP
BanG Dream!,tv,"Animation, Comedy, Drama",2017.0,tt6460600,6.8,250.0,JP
elDLIVE,tv,"Action, Animation, Crime",2017.0,tt6543300,6.3,73.0,JP
Kemono Friends,tv,"Adventure, Animation, Comedy",2017.0,tt6562940,6.7,302.0,JP
Miss Kobayashi's Dragon Maid,tv,"Animation, Comedy, Fantasy",2017.0,tt6185782,7.7,5581.0,JP
Scum's Wish,tv,"Animation, Drama, Romance",2017.0,tt6197170,6.7,2615.0,JP
Masamune-kun's Revenge,tv,"Animation, Comedy, Drama",2017.0,tt6402190,6.5,3879.0,JP
Minami Kamakura High School Girls Cycling Club,tv,"Animation, Drama, Sport",2017.0,tt6436436,6.5,57.0,JP
The Urara of Labyrinth Town,tv,"Animation, Comedy, Fantasy",2017.0,tt6473260,6.7,147.0,JP
Saga of Tanya the Evil,tv,"Action, Adventure, Animation",2017.0,tt6455986,7.6,4614.0,JP
The File of Young Kindaichi Returns,tv,"Animation, Mystery",2012.0,tt3620020,7.8,101.0,JP
Saekano: How to Raise a Boring Girlfriend,tv,"Animation, Comedy, Drama",2015.0,tt3612626,6.9,1730.0,JP
Tornado Hunters,tv,Reality-TV,2014.0,tt4355258,6.0,122.0,US
The 37.5°C Tears,tv,Drama,2015.0,tt4709628,7.8,23.0,JP
The Memorandum of Kyoko Okitegami,tv,"Drama, Mystery",2015.0,tt4857522,7.4,762.0,JP
Downtown Rocket,tv,Drama,2015.0,tt4930614,7.2,340.0,JP
Ghosts in the Hood,tv,Reality-TV,2016.0,tt5667028,6.3,165.0,US
Assassination Classroom: Koro-sensei Q!,tv,"Action, Animation, Comedy",2016.0,tt6050174,6.5,331.0,JP
Medical Team: Lady Da Vinci no Shindan,tv,Mystery,2016.0,tt5948098,7.9,16.0,JP
The Handmaid's Tale,tv,"Drama, Sci-Fi, Thriller",2017.0,tt5834204,8.4,265757.0,"JP, US"
Einstein,tv,"Comedy, Crime",2017.0,tt5094068,6.5,448.0,JP
Harlots,tv,Drama,2017.0,tt5761478,7.7,11040.0,US
Glasslip,tv,"Animation, Drama, Romance",2014.0,tt3611294,5.0,203.0,JP
The Gifted,tv,"Action, Drama, Fantasy",2017.0,tt4396630,7.2,38577.0,US
The Bold Type,tv,"Comedy, Drama",2017.0,tt6116060,7.8,24632.0,"JP, US"
Apple Tree Yard,tv,"Drama, Thriller",2017.0,tt5336698,7.2,5956.0,US
Yukikaze,tv,"Action, Adventure, Animation",2002.0,tt0378730,7.1,370.0,JP
Rakuen,tv,Mystery,2017.0,tt6106808,6.3,28.0,JP
Feud,tv,"Biography, Drama",2017.0,tt1984119,8.3,27808.0,US
Goodbye Ghosts!,tv,"Comedy, Drama, Fantasy",2016.0,tt5486636,6.2,70.0,JP
Quartet,tv,"Comedy, Drama, Music",2017.0,tt6287398,7.8,1733.0,JP
Ranpo Kitan: Game of Laplace,tv,"Animation, Crime, Horror",2015.0,tt5105422,5.8,184.0,JP
Maine Cabin Masters,tv,Reality-TV,2017.0,tt6906110,8.5,545.0,US
Caribbean Life,tv,Reality-TV,2014.0,tt3667052,6.7,132.0,US
Gakkô no kaidan,tv,Drama,2015.0,tt4178858,7.1,64.0,JP
Tokyo Tarareba Girls,tv,Comedy,2017.0,tt6131678,6.8,241.0,JP
Tonari no Seki-kun: The Master of Killing Time,tv,"Animation, Comedy",2014.0,tt3296884,7.2,683.0,JP
Daishô,tv,Drama,2016.0,tt5813728,7.5,13.0,JP
Tierra de Reyes,tv,"Drama, Romance",2014.0,tt4017986,7.4,662.0,US
The Emperor's Cook,tv,"Biography, Drama, History",2015.0,tt4258302,7.7,750.0,JP
A Town Where You Live,tv,"Animation, Comedy, Romance",2012.0,tt2662790,6.6,307.0,JP
Mother Games,tv,Drama,2015.0,tt4512422,6.4,42.0,JP
Yami no Bansôsha,tv,Mystery,2015.0,tt4386658,7.1,32.0,JP
Tonbi,tv,Drama,2013.0,tt2538812,8.3,114.0,JP
Mama June: Family Crisis,tv,Reality-TV,2017.0,tt6663476,4.3,580.0,US
The Perfect Insider,tv,"Animation, Mystery, Thriller",2015.0,tt5247480,6.6,486.0,JP
Bakers vs. Fakers,tv,Game-Show,2016.0,tt6144174,6.9,65.0,US
The Dragon Dentist,tv,"Action, Adventure, Animation",2017.0,tt6004864,6.9,407.0,JP
Mosaic Japan,tv,Drama,2014.0,tt3645092,6.3,85.0,JP
Dark,tv,"Crime, Drama, Mystery",2017.0,tt5753856,8.7,469331.0,JP
Murder Comes to Town,tv,"Crime, Documentary",2014.0,tt3450150,7.2,741.0,US
DanMachi: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side - Sword Oratoria,tv,"Action, Adventure, Animation",2017.0,tt6768600,7.1,1844.0,JP
Moominvalley,tv,"Animation, Drama, Family",2019.0,tt6921882,7.2,1021.0,JP
The Rolling Girls,tv,"Adventure, Animation, Comedy",2015.0,tt4219166,6.3,104.0,JP
Akashic Records of Bastard Magic Instructor,tv,"Action, Animation, Comedy",2017.0,tt6845846,7.0,3114.0,JP
Dimension 404,tv,"Adventure, Comedy, Drama",2017.0,tt5798078,6.5,2899.0,US
The Looming Tower,tv,"Drama, History",2018.0,tt6474236,8.0,18159.0,US
Worth It,tv,Reality-TV,2016.0,tt8223626,8.4,362.0,US
Tsukigakirei,tv,"Animation, Drama, Romance",2017.0,tt6472710,7.7,2650.0,JP
Reverse,tv,Mystery,2017.0,tt6559294,6.6,128.0,JP
Tsugumomo,tv,"Action, Animation, Mystery",2017.0,tt8372010,6.6,546.0,JP
Frame Arms Girl,tv,"Animation, Sci-Fi",2017.0,tt13871228,4.9,19.0,JP
THE IDOLM@STER CINDERELLA GIRLS Theater,tv,"Animation, Comedy, Short",2017.0,tt10863968,5.4,13.0,JP
Sakura Quest,tv,"Animation, Comedy, Drama",2017.0,tt6740188,7.2,293.0,JP
Sekai no Yami Zukan,tv,"Animation, Horror, Short",2017.0,tt6813106,4.7,96.0,JP
Seven Mortal Sins,tv,Animation,2017.0,tt6901486,5.3,374.0,JP
Super Wings,tv,"Adventure, Animation, Family",2015.0,tt3600266,6.0,447.0,JP
Castle Rock,tv,"Drama, Fantasy, Horror",2018.0,tt6548228,7.5,53061.0,US
Claws,tv,"Comedy, Crime, Drama",2017.0,tt5640558,7.5,7236.0,US
Casey Anthony: An American Murder Mystery,tv,"Biography, Crime, Documentary",2017.0,tt6760366,7.1,1048.0,US
CRISIS: Special Security Squad,tv,"Action, Crime, Drama",2017.0,tt6421916,6.9,320.0,JP
Tattoo Fixers,tv,Reality-TV,2015.0,tt5307354,6.7,336.0,US
Frankenstein in Love,tv,Romance,2017.0,tt6506822,6.4,43.0,JP
Yu-Gi-Oh! Vrains,tv,"Animation, Fantasy",2017.0,tt5628740,6.1,411.0,US
Q.10,tv,"Drama, Sci-Fi",2010.0,tt1706186,6.8,193.0,JP
Guerra de Idolos,tv,"Drama, Musical",2017.0,tt6200122,5.6,120.0,US
"Yusibu: I couldnt become a hero, so I reluctantly decided to get a job.",tv,"Action, Animation, Comedy",2013.0,tt3196524,6.3,381.0,JP
Yuki Yuna Is a Hero,tv,"Animation, Comedy, Drama",2014.0,tt3981902,6.8,271.0,JP
Save My Reno,tv,Reality-TV,2017.0,tt6806420,7.8,61.0,US
"Sayonara, Enari kun",tv,Comedy,2017.0,tt6803372,7.1,17.0,JP
Beat Shazam,tv,"Game-Show, Music",2017.0,tt6917254,6.1,893.0,US
Snowfall,tv,"Crime, Drama",2017.0,tt6439752,8.4,35459.0,US
The Good Doctor,tv,Drama,2017.0,tt6470478,8.0,119946.0,US
Good Girls,tv,"Comedy, Crime, Drama",2018.0,tt6474378,7.7,63186.0,JP
SMILF,tv,"Comedy, Drama",2017.0,tt6274614,6.8,5573.0,JP
The Orville,tv,"Adventure, Comedy, Drama",2017.0,tt5691552,8.0,102927.0,US
Ghosted,tv,"Comedy, Crime, Horror",2017.0,tt6053538,6.3,7599.0,US
For The People,tv,Drama,2018.0,tt6437276,7.3,6523.0,US
Osomatsu-san,tv,"Animation, Comedy",2015.0,tt4838372,7.5,472.0,JP
Paula,tv,"Drama, Thriller",2017.0,tt6495880,6.3,1458.0,JP
Spring Has Come,tv,"Drama, Romance",2018.0,tt6787294,7.8,82.0,JP
Anata no Koto wa Sore Hodo,tv,Romance,2017.0,tt6552026,6.5,43.0,JP
Grown-ish,tv,"Comedy, Drama",2018.0,tt7018644,6.6,6872.0,US
Siren,tv,"Drama, Fantasy, Horror",2018.0,tt5615700,7.0,16183.0,US
Ieuru onna,tv,Drama,2016.0,tt5701140,7.4,257.0,JP
Daytime Divas,tv,"Comedy, Drama",2017.0,tt5512432,6.6,521.0,US
Koi to uso,tv,"Animation, Drama, Romance",2017.0,tt7158574,6.2,886.0,JP
Ouran High School Host Club,tv,"Comedy, Romance",2011.0,tt1939256,7.4,839.0,JP
Never Let Me Go,tv,"Drama, Romance, Sci-Fi",2016.0,tt5214252,7.2,244.0,JP
Ishi no mayu,tv,Mystery,2015.0,tt4777388,7.3,70.0,JP
"Aishitetatte, himitsu wa aru",tv,Romance,2017.0,tt6993488,6.0,54.0,JP
Sumu Sumu,tv,Comedy,2017.0,tt6393266,8.7,21.0,JP
Welcome to the Ballroom,tv,"Animation, Music, Sport",2017.0,tt7161104,7.8,949.0,JP
Restaurant to Another World,tv,"Animation, Fantasy, Sci-Fi",2017.0,tt7224994,7.2,808.0,JP
Dive!!,tv,Animation,2017.0,tt6340544,5.8,84.0,JP
A Centaur's Life,tv,"Animation, Comedy, Fantasy",2017.0,tt7858928,5.5,185.0,JP
Fastest Finger First,tv,"Animation, Comedy",2017.0,tt7418688,6.8,98.0,JP
Princess Principal,tv,"Action, Adventure, Animation",2017.0,tt6692956,7.6,1034.0,JP
Classroom of the Elite,tv,"Animation, Drama, Thriller",2017.0,tt7263328,7.7,15808.0,JP
Made in Abyss,tv,"Action, Adventure, Animation",2017.0,tt7222086,8.3,16834.0,JP
Hot Ones,tv,"Comedy, Talk-Show",2015.0,tt6556992,8.3,2438.0,US
Lord Marksman and Vanadis,tv,"Adventure, Animation, Fantasy",2014.0,tt3888026,6.9,1578.0,JP
We Did It,tv,"Action, Comedy, Drama",2017.0,tt6946370,6.2,149.0,JP
18If,tv,"Animation, Mystery",2017.0,tt8020634,5.1,123.0,JP
Burden of Truth,tv,Drama,2018.0,tt6987476,7.3,5147.0,US
Hard Sun,tv,"Crime, Drama, Sci-Fi",2018.0,tt6402362,6.6,5391.0,US
In the Dark,tv,"Crime, Drama, Mystery",2017.0,tt5729304,6.8,3708.0,JP
The House,tv,Documentary,2017.0,tt7225594,8.3,19.0,US
My Mental Choices Are Completely Interfering with My School Romantic Comedy,tv,"Animation, Comedy, Fantasy",2013.0,tt3105434,6.7,566.0,JP
Legend of Heavenly Sphere Shurato,tv,Animation,1989.0,tt0433740,7.3,284.0,JP
Zankoku na kankyakutachi,tv,Mystery,2017.0,tt6917358,4.7,25.0,JP
Gone,tv,"Crime, Drama",2017.0,tt6621102,7.3,96.0,JP
The Cars That Made America,tv,"Documentary, History",2017.0,tt7252092,7.7,337.0,US
The Hippocratic Oath,tv,Mystery,2016.0,tt5819852,4.1,37.0,JP
You Are Tender When It Rains,tv,"Drama, Romance",2017.0,tt7381954,5.9,11.0,JP
Shokuzai no Sonata,tv,Mystery,2015.0,tt4164024,6.5,11.0,JP
The Murder of Laci Peterson,tv,"Crime, Documentary",2017.0,tt7293016,7.3,1522.0,US
Found,tv,Documentary,2016.0,tt7207430,7.7,144.0,US
Road to 9/11,tv,Documentary,2017.0,tt7370510,8.1,133.0,US
May I Blackmail You?,tv,Mystery,2017.0,tt7236044,6.6,35.0,JP
Okusama wa toriatsukai chûi,tv,"Comedy, Drama",2017.0,tt7260442,6.6,304.0,JP
The Ancient Magus' Bride,tv,"Animation, Drama, Fantasy",2017.0,tt7326322,7.7,4232.0,JP
Inuyashiki,tv,"Action, Animation, Drama",2017.0,tt6340502,7.7,5610.0,JP
The Resident,tv,Drama,2018.0,tt6483832,7.8,37369.0,US
Legend of the Galactic Heroes: Die Neue These,tv,"Action, Animation, Drama",2018.0,tt7407236,7.7,733.0,JP
Chinmoku Hôtei,tv,Drama,2017.0,tt7316586,6.9,11.0,JP
Anime-Gataris,tv,"Animation, Comedy",2017.0,tt7535706,6.3,124.0,JP
Dies Irae,tv,"Action, Adventure, Animation",2017.0,tt6931266,4.5,200.0,JP
A Sister's All You Need,tv,"Animation, Comedy, Romance",2017.0,tt9731082,6.2,390.0,JP
Infini-T Force,tv,"Action, Animation, Sci-Fi",2017.0,tt6697296,7.4,60.0,JP
The First,tv,"Drama, Sci-Fi",2018.0,tt7412482,6.6,8296.0,US
King's Game,tv,"Animation, Drama, Fantasy",2017.0,tt7462702,4.9,648.0,JP
Sengoku Night Blood,tv,Action,2017.0,tt6016836,5.8,14.0,JP
Tsukipro the Animation,tv,"Animation, Music",2017.0,tt11628636,4.3,17.0,JP
Two Car,tv,"Action, Animation, Comedy",2017.0,tt7545002,4.8,46.0,JP
Kulipari,tv,"Action, Adventure, Animation",2016.0,tt6035850,6.7,309.0,US
Anime de Wakaru Shinryounaika,tv,"Animation, Comedy",2015.0,tt10787030,6.2,58.0,JP
Hey Duggee,tv,"Animation, Comedy, Family",2014.0,tt4291050,8.8,1508.0,JP
Worst to First,tv,Reality-TV,2017.0,tt6466524,6.9,81.0,US
